index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22,issue
50279,407-6086442-4683560,05-31-22,Cancelled,Amazon,Amazon.in,Expedited,J0244,J0244-SKD-S,Set,S,B0925VJFP1,Cancelled,0,,,HOSUR,TAMIL NADU,635109.0,IN,,False,,False,null_currency; null_amount; 
50298,405-9542039-1543505,05-31-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Cancelled,0,,,LUCKNOW,UTTAR PRADESH,226012.0,IN,,False,,False,null_currency; null_amount; 
50321,402-7847407-5085948,05-31-22,Cancelled,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,Cancelled,0,,,Thrumalagiri,TELANGANA,508223.0,IN,,False,,False,null_currency; null_amount; 
50338,405-0151517-0893919,05-31-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXL,Western Dress,XXL,B099NR3NXY,Cancelled,0,,,BANGALORE,KARNATAKA,560008.0,IN,,False,,False,null_currency; null_amount; 
50359,404-9314229-5369929,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XS,Set,XS,B08XQBXFPP,Cancelled,0,,,THANE,MAHARASHTRA,401107.0,IN,,False,,False,null_currency; null_amount; 
50373,404-9988937-4763569,05-30-22,Cancelled,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-XXXL,Set,3XL,B09QJM78WH,,0,,,NEW DELHI,DELHI,110018.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50380,408-8575011-0578751,05-30-22,Cancelled,Merchant,Amazon.in,Standard,SET388,SET388-KR-NP-XXXL,Set,3XL,B09QJMF9YB,,0,,,Panchkula,HARYANA,134109.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50395,171-5524662-3639540,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-S,kurta,S,B099FC46Q8,Cancelled,0,,,AGRA,UTTAR PRADESH,282002.0,IN,,False,,False,null_currency; null_amount; 
50401,404-7435612-7614754,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,BL113,BL113-XL,Blouse,XL,B092917W72,Cancelled,0,,,HARINGHATA FARM,WEST BENGAL,741246.0,IN,,False,,False,null_currency; null_amount; 
50419,406-2400424-8392351,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3801,JNE3801-KR-L,kurta,L,B09SDY51NS,Cancelled,0,,,KHARGONE,MADHYA PRADESH,451001.0,IN,,False,,False,null_currency; null_amount; 
50452,408-7389837-6152314,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Cancelled,0,,,PUNE,MAHARASHTRA,411060.0,IN,,False,,False,null_currency; null_amount; 
50463,408-9928381-5288342,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-XXXL,kurta,3XL,B099NJ1WVX,Cancelled,0,,,HYDERABAD,TELANGANA,500064.0,IN,,False,,False,null_currency; null_amount; 
50467,408-2526810-6188305,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Cancelled,0,,,PUNE,MAHARASHTRA,411060.0,IN,,False,,False,null_currency; null_amount; 
50473,403-5845590-8359511,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,NW029,NW029-ST-SR-M,Set,M,B0922V15HC,Cancelled,0,,,BHILAI,CHHATTISGARH,490020.0,IN,,False,,False,null_currency; null_amount; 
50486,171-2118995-9222743,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XXXL,Top,3XL,B08RYPRVPV,Cancelled,0,,,JAIPUR,RAJASTHAN,302018.0,IN,,False,,False,null_currency; null_amount; 
50490,408-8821257-4046766,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Cancelled,0,,,HYDERABAD,TELANGANA,500044.0,IN,,False,,False,null_currency; null_amount; 
50523,171-5440541-8043502,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-S,Set,S,B0894X27FC,Cancelled,0,,,CHENNAI,TAMIL NADU,600050.0,IN,,False,,False,null_currency; null_amount; 
50526,408-0354457-7331578,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET436,SET436-KR-NP-L,Set,L,B09YNWCBX7,Cancelled,0,,,BHUBANESWAR,ODISHA,752101.0,IN,,False,,False,null_currency; null_amount; 
50533,404-7493931-1101120,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3878,JNE3878-KR-XL,kurta,XL,B09TH43WCQ,Cancelled,0,,,Kota,RAJASTHAN,324002.0,IN,,False,,False,null_currency; null_amount; 
50555,403-7054615-0296323,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3870,JNE3870-DR-XS,Western Dress,XS,B09RK88FZB,,0,,,ANKLESHWAR,Gujarat,393001.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50582,403-2798041-5869138,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,,0,,,ORAGADAM INDUSTRIAL AREA,TAMIL NADU,603204.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50591,171-2969355-7145145,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,NW037,NW037-TP-SR-S,Set,S,B099NKS9QP,Cancelled,0,,,noida,UTTAR PRADESH,201306.0,IN,,False,,False,null_currency; null_amount; 
50618,407-8917781-1638716,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-XL,Set,XL,B08XNJ8P3S,Cancelled,0,,,Bangalore,KARNATAKA,560085.0,IN,,False,,False,null_currency; null_amount; 
50623,407-3108440-2373923,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-S,Western Dress,S,B09RK67Y51,,0,,,HIRIYUR,KARNATAKA,577598.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50663,171-0049871-7683525,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP-XXXL,Set,3XL,B09RKDPH6J,Cancelled,0,,,PUNE,MAHARASHTRA,411036.0,IN,,False,,False,null_currency; null_amount; 
50687,408-8204337-6221119,05-30-22,Cancelled,Merchant,Amazon.in,Standard,SET357,SET357-KR-NP-L,Set,L,B09Y3G52V3,,0,,,VADAKARA,KERALA,673101.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50705,171-5419113-1909147,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0023,J0023-TP-XS,Top,XS,B0899G3B22,Cancelled,0,,,PATNA,BIHAR,800025.0,IN,,False,,False,null_currency; null_amount; 
50734,408-7897933-5951503,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Cancelled,0,,,BENGALURU,KARNATAKA,560062.0,IN,,False,,False,null_currency; null_amount; 
50780,403-8548938-0817920,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3665,JNE3665-TP-XL,Top,XL,B0986XPC9V,Cancelled,0,,,CHENNAI,TAMIL NADU,600087.0,IN,,False,,False,null_currency; null_amount; 
50798,408-4954491-4799569,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-L,Set,L,B09NQ4XYV9,Cancelled,0,,,BENGALURU,KARNATAKA,560086.0,IN,,False,,False,null_currency; null_amount; 
50809,404-4006938-1492333,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0343,J0343-DR-XL,Western Dress,XL,B0982Z1994,Cancelled,0,,,Nalgonda,TELANGANA,508001.0,IN,,False,,False,null_currency; null_amount; 
50816,407-8144315-1183503,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Cancelled,0,,,HYDERABAD,TELANGANA,500081.0,IN,,False,,False,null_currency; null_amount; 
50838,408-4999032-4129102,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-M,Western Dress,M,B09RK7Q644,,0,,,EDDUMAILARAM,TELANGANA,502285.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50858,407-0857426-2477900,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET341,SET341-KR-NP-XS,Set,XS,B09NPX14Y5,Cancelled,0,,,Rourkela,ODISHA,769005.0,IN,,False,,False,null_currency; null_amount; 
50860,408-1459982-0318715,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-S,Western Dress,S,B099NR7612,Cancelled,0,,,PIMPRI CHINCHWAD,MAHARASHTRA,411027.0,IN,,False,,False,null_currency; null_amount; 
50865,403-1368060-4295516,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0396,J0396-DR-XXL,Western Dress,XXL,B09SDYLJZ5,Cancelled,0,,,NEW DELHI,DELHI,110085.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
50866,405-7582260-0949168,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XXL,Top,XXL,B08RYRBZPC,Cancelled,0,,,FARIDABAD,HARYANA,121001.0,IN,,False,,False,null_currency; null_amount; 
50868,407-0699097-6955533,05-30-22,Cancelled,Merchant,Amazon.in,Standard,J0380,J0380-SKD-M,Set,M,B09M6V5WP2,,0,,,JAIPUR,RAJASTHAN,302039.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50884,407-5168027-7185949,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XS,Set,XS,B09KXSVTDB,Cancelled,0,,,PUNE,MAHARASHTRA,411041.0,IN,,False,,False,null_currency; null_amount; 
50898,404-2021370-9186721,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0010,J0010-LCD-XXL,Set,XXL,B08BJT3V83,Cancelled,0,,,TIRUPPUR,TAMIL NADU,641604.0,IN,,False,,False,null_currency; null_amount; 
50913,406-6219849-0728360,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3294,JNE3294-KR-XXXL,kurta,3XL,B07R5XFLN3,,0,,,Ulhasnagar,MAHARASHTRA,421004.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
50945,403-9621353-4081137,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3838,JNE3838-KR-XXXL,kurta,3XL,B09TH5VZF8,Cancelled,0,,,BENGALURU,KARNATAKA,560017.0,IN,,False,,False,null_currency; null_amount; 
50966,408-5153084-7897106,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3671,JNE3671-TU-XS,Top,XS,B0986XVJQH,Cancelled,0,,,VASAI,MAHARASHTRA,401208.0,IN,,False,,False,null_currency; null_amount; 
50988,408-8725755-9822747,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Cancelled,0,,,Jammu,JAMMU & KASHMIR,180011.0,IN,,False,,False,null_currency; null_amount; 
51008,403-4730447-7193124,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3781,JNE3781-KR-XL,kurta,XL,B09K3XXDMR,Cancelled,0,,,JAMNAGAR,Gujarat,361005.0,IN,,False,,False,null_currency; null_amount; 
51038,403-4228967-5661158,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3838,JNE3838-KR-XXXL,kurta,3XL,B09TH5VZF8,Cancelled,0,,,NASHIK,MAHARASHTRA,422008.0,IN,,False,,False,null_currency; null_amount; 
51112,408-7532207-8962746,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Cancelled,0,,,JAMSHEDPUR,JHARKHAND,831018.0,IN,,False,,False,null_currency; null_amount; 
51115,408-6489025-0542765,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXXL,Set,3XL,B09NQ51MPV,Cancelled,0,,,JAMSHEDPUR,JHARKHAND,831018.0,IN,,False,,False,null_currency; null_amount; 
51127,402-6654146-3682760,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET395,SET395-KR-NP-XXL,Set,XXL,B09RKCY3CP,Cancelled,0,,,NASHIK,MAHARASHTRA,422003.0,IN,,False,,False,null_currency; null_amount; 
51146,407-8179259-4013967,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Cancelled,0,,,Ernakulam,KERALA,682027.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
51155,405-1796150-4766768,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-M,Set,M,B08YN44FZJ,Cancelled,0,,,Bhubaneswar,ODISHA,751013.0,IN,,False,,False,null_currency; null_amount; 
51180,402-7913021-6717963,05-30-22,Cancelled,Merchant,Amazon.in,Standard,J0380,J0380-SKD-M,Set,M,B09M6V5WP2,,0,,,JAIPUR,RAJASTHAN,302039.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51196,407-7382890-4049911,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,PJNE2199,PJNE2199-KR-N-4XL,kurta,4XL,B09LD2W9XL,Cancelled,0,,,KOLKATA,WEST BENGAL,700050.0,IN,,False,,False,null_currency; null_amount; 
51207,402-9142677-7948355,05-30-22,Cancelled,Merchant,Amazon.in,Standard,J0380,J0380-SKD-M,Set,M,B09M6V5WP2,,0,,,JAIPUR,RAJASTHAN,302039.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51217,408-1969612-6492355,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-XL,Set,XL,B08XNJ8P3S,Cancelled,0,,,NAKODAR,PUNJAB,144630.0,IN,,False,,False,null_currency; null_amount; 
51226,406-4853934-4614758,05-30-22,Cancelled,Merchant,Amazon.in,Standard,SET257,SET257-KR-PP-XS,Set,XS,B0983GWPF1,,0,,,BENGALURU,KARNATAKA,560024.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51230,404-9568236-0279500,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XS,Top,XS,B08ZJ2CB3B,Cancelled,0,,,PUNE,MAHARASHTRA,411041.0,IN,,False,,False,null_currency; null_amount; 
51245,403-9281128-6587508,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-S,kurta,S,B082W7DFR9,Cancelled,0,,,Tumkur,KARNATAKA,576101.0,IN,,False,,False,null_currency; null_amount; 
51246,405-8036794-7050725,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET304,SET304-KR-DPT-XXL,Set,XXL,B09K3YHSDV,Cancelled,0,,,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,False,null_currency; null_amount; 
51250,408-9747358-4517902,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-M,kurta,M,B09K3Y42F5,Cancelled,0,,,Madurai,TAMIL NADU,625020.0,IN,,False,,False,null_currency; null_amount; 
51279,408-5937689-4061931,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Cancelled,0,,,CHENNAI,TAMIL NADU,600081.0,IN,,False,,False,null_currency; null_amount; 
51285,404-0143804-1945136,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-M,kurta,M,B08PCVMF6R,,0,,,Ranchi,JHARKHAND,834001.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51294,407-1812899-9228326,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XXXL,kurta,3XL,B08RP3HQH3,Cancelled,0,,,NAGPUR,MAHARASHTRA,440013.0,IN,,False,,False,null_currency; null_amount; 
51297,405-1085502-3865932,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XXXL,Western Dress,3XL,B09SDY4VDC,Cancelled,0,,,LUCKNOW,UTTAR PRADESH,226010.0,IN,,False,,False,null_currency; null_amount; 
51303,408-3524414-1645927,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3456,JNE3456-KR-S,kurta,S,B09CSZLP1V,Cancelled,0,,,KOLLAM,KERALA,689695.0,IN,,False,,False,null_currency; null_amount; 
51312,403-4089705-7419561,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE2014,JNE2014-KR-178-M,kurta,M,B077M6KWYJ,,0,,,CHINCHINIM,GOA,403725.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51363,404-8980576-9004364,05-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3680,JNE3680-TU-M,Top,M,B09438FK2J,,0,,,Gannavaram,ANDHRA PRADESH,521101.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51414,402-1509191-7739534,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-XXL,Set,XXL,B07X3JWM6Y,Cancelled,0,,,BENGALURU,KARNATAKA,560060.0,IN,,False,,False,null_currency; null_amount; 
51417,407-6163196-5346761,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-XXL,Set,XXL,B08B3YH18X,Cancelled,0,,,BENGALURU,KARNATAKA,560073.0,IN,,False,,False,null_currency; null_amount; 
51418,171-2320948-7341968,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3798,JNE3798-KR-XXL,Western Dress,XXL,B09SDZF54G,Cancelled,0,,,KRISHNA,ANDHRA PRADESH,520010.0,IN,,False,,False,null_currency; null_amount; 
51453,403-2213025-8977151,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3365,JNE3365-KR-1052-L,kurta,L,B07T2Y34T2,Cancelled,0,,,VADODARA,Gujarat,390019.0,IN,,False,,False,null_currency; null_amount; 
51464,403-8181210-5576347,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3665,JNE3665-TP-XL,Top,XL,B0986XPC9V,Cancelled,0,,,CHENNAI,TAMIL NADU,600087.0,IN,,False,,False,null_currency; null_amount; 
51488,408-3349416-2101101,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XXL,Set,XXL,B09NDKN86H,Cancelled,0,,,HOSUR,TAMIL NADU,635109.0,IN,,False,,False,null_currency; null_amount; 
51495,405-0244623-2164350,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,PJNE3399,PJNE3399-KR-N-6XL,kurta,6XL,B09LD4YF4X,Cancelled,0,,,YELLANDU,TELANGANA,507123.0,IN,,False,,False,null_currency; null_amount; 
51522,404-1045052-9773906,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XXL,Set,XXL,B0894WT71H,Cancelled,0,,,GURUGRAM,HARYANA,122005.0,IN,,False,,False,null_currency; null_amount; 
51560,405-3662645-4881901,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3905,JNE3905-DR-L,Western Dress,L,B09YYQV9JG,Cancelled,0,,,GHAZIABAD,UTTAR PRADESH,201014.0,IN,,False,,False,null_currency; null_amount; 
51565,402-5947295-2733151,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,BTM032,BTM032-NP-S,Bottom,S,B085CDVJQK,Cancelled,0,,,CHENNAI,TAMIL NADU,600005.0,IN,,False,,False,null_currency; null_amount; 
51568,171-5664256-6792369,05-30-22,Cancelled,Merchant,Amazon.in,Standard,SET288,SET288-KR-NP-L,Set,L,B09M6SCRZ6,,0,,,BENGALURU,KARNATAKA,560100.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51572,402-1202252-4308364,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3771,JNE3771-KR-L,kurta,L,B09K3WGHQW,Cancelled,0,,,BENGALURU,KARNATAKA,560062.0,IN,,False,,False,null_currency; null_amount; 
51576,402-0342773-0251524,05-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3822,JNE3822-KR-M,kurta,M,B09LTZMK13,Cancelled,0,,,DEULIA,WEST BENGAL,743424.0,IN,,False,,False,null_currency; null_amount; 
51614,403-7578805-4334752,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3506,JNE3506-KR-M,kurta,M,B08WPPX32Y,Cancelled,0,,,HYDERABAD,TELANGANA,500049.0,IN,,False,,False,null_currency; null_amount; 
51615,403-0061530-4576338,05-29-22,Cancelled,Merchant,Amazon.in,Standard,J0103,J0103-SKD-A-M,Set,M,B08VW7WT5W,,0,,,HYDERABAD,TELANGANA,500049.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51628,403-0459125-3553169,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,Cancelled,0,,,PUNE,MAHARASHTRA,411037.0,IN,,False,,False,null_currency; null_amount; 
51634,407-6353487-3534757,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3560,JNE3560-KR-L,kurta,L,B08PCW5HD7,Cancelled,0,,,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416410.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
51673,407-1041237-3170739,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-S,Set,S,B094FR7J54,Cancelled,0,,,BIDHAN NAGAR,WEST BENGAL,700098.0,IN,,False,,False,null_currency; null_amount; 
51688,402-2781170-8239523,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0158,J0158-DR-L,Western Dress,L,B091XV892C,Cancelled,0,,,chennai,TAMIL NADU,603202.0,IN,,False,,False,null_currency; null_amount; 
51689,402-2781170-8239523,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3706,JNE3706-DR-L,Western Dress,L,B0982ZYR1X,Cancelled,0,,,chennai,TAMIL NADU,603202.0,IN,,False,,False,null_currency; null_amount; 
51690,402-2781170-8239523,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0306,J0306-DR-L,Western Dress,L,B099NPNDHW,Cancelled,0,,,chennai,TAMIL NADU,603202.0,IN,,False,,False,null_currency; null_amount; 
51710,408-8650218-4797957,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-XXL,kurta,XXL,B08RP3TP66,Cancelled,0,,,PUNE,MAHARASHTRA,411016.0,IN,,False,,False,null_currency; null_amount; 
51741,407-6258424-4594751,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Cancelled,0,,,COIMBATORE,TAMIL NADU,641032.0,IN,,False,,False,null_currency; null_amount; 
51744,408-7944619-0596343,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-M,Set,M,B09NDKJKPN,Cancelled,0,,,PIMPRI CHINCHWAD,MAHARASHTRA,411044.0,IN,,False,,False,null_currency; null_amount; 
51796,404-9117227-4841906,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3798,JNE3798-KR-L,Western Dress,L,B09SDX13G7,Cancelled,0,,,CHENNAI,TAMIL NADU,600062.0,IN,,False,,False,null_currency; null_amount; 
51858,402-1432230-8490750,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XXXL,Top,3XL,B08RYPRVPV,Cancelled,0,,,PUNE,MAHARASHTRA,411057.0,IN,,False,,False,null_currency; null_amount; 
51860,404-3333354-9912305,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-S,Western Dress,S,B09SDYQ3WG,Cancelled,0,,,NEW DELHI,DELHI,110077.0,IN,,False,,False,null_currency; null_amount; 
51863,171-4735711-6021921,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0097,J0097-KR-M,kurta,M,B08BJT3PSM,Cancelled,0,,,Pune,MAHARASHTRA,412307.0,IN,,False,,False,null_currency; null_amount; 
51876,404-2376216-5789939,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET179,SET179-KR-PP-XS,Set,XS,B09HMZ3CFG,Cancelled,0,,,CURCHOREM,GOA,403706.0,IN,,False,,False,null_currency; null_amount; 
51961,404-6069885-8659508,05-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3265,JNE3265-KR-M,kurta,M,B07R527BFQ,,0,,,HYDERABAD,TELANGANA,500049.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
51966,408-7498922-3608310,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0343,J0343-DR-M,Western Dress,M,B0982ZJ666,Cancelled,0,,,NALLAJERLA,ANDHRA PRADESH,534112.0,IN,,False,,False,null_currency; null_amount; 
51997,402-1875194-2929924,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Cancelled,0,,,NEYVELI,TAMIL NADU,607801.0,IN,,False,,False,null_currency; null_amount; 
51998,171-8013179-0887561,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET388,SET388-KR-NP-XXL,Set,XXL,B09QJ6676Y,Cancelled,0,,,CHANDI MANDIR,HARYANA,134114.0,IN,,False,,False,null_currency; null_amount; 
52010,171-2117822-8935531,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Cancelled,0,,,LUDHIANA,PUNJAB,141007.0,IN,,False,,False,null_currency; null_amount; 
52058,408-5081630-7587525,05-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3568,JNE3568-KR-M,kurta,M,B08KRZRSCL,,0,,,GREATER NOIDA,UTTAR PRADESH,201308.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
52059,408-5081630-7587525,05-29-22,Cancelled,Merchant,Amazon.in,Standard,SET185,SET185-KR-NP-M,Set,M,B082Z3KF7J,,0,,,GREATER NOIDA,UTTAR PRADESH,201308.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
52060,408-3750950-7498702,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET158,SET158-KR-PP-L,Set,L,B082Z486DJ,Cancelled,0,,,GREATER NOIDA,UTTAR PRADESH,201308.0,IN,,False,,False,null_currency; null_amount; 
52076,402-5854624-6618758,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XXXL,Western Dress,3XL,B09SDY4VDC,Cancelled,0,,,Ulhasnagar.Mumbai,MAHARASHTRA,421004.0,IN,,False,,False,null_currency; null_amount; 
52099,171-4869823-9936337,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3459,JNE3459-KR-XL,kurta,XL,B08BFX1YN6,Cancelled,0,,,PIMPRI CHINCHWAD,MAHARASHTRA,412101.0,IN,,False,,False,null_currency; null_amount; 
52171,408-0322965-8320351,05-29-22,Cancelled,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-XXXL,Set,3XL,B09RPJD74Z,,0,,,GHAZIABAD,UTTAR PRADESH,201009.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
52178,403-8122127-1536354,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET395,SET395-KR-NP-XXL,Set,XXL,B09RKCY3CP,Cancelled,0,,,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,False,null_currency; null_amount; 
